Id,AccountId,Name,Title,Email,Phone,Seniority_Level__c,Decision_Maker__c
003Fnjjh7j3FpITFpY,00160oeiXxPjFodUlU,Karen Lopez,Senior Vice President,karen.lopez@example.com,330.374.5684x57177,Senior,False
003JBVDzdSRfHwL0qW,00160oeiXxPjFodUlU,Brandon Weeks,Vice President,brandon.weeks@example.com,001-262-696-7768x29566,Junior,False
003gudEumqegJxhePh,001SyOUfa1xzwIjfr1,Carol Wilkerson,Senior Manager,carol.wilkerson@www.portmichaelinvestment.net,,Junior,True
003KpIWfTBc6VMBO5v,001SyOUfa1xzwIjfr1,Dawn Weaver,Portfolio Manager,dawn.weaver@www.portmichaelinvestment.net,,Senior,False
003J9BTM3QonGeayB1,001SyOUfa1xzwIjfr1,Miguel Berry,Partner,miguel.berry@www.portmichaelinvestment.net,218-241-1670,Senior,True
003wV8c6HUyTkSwGul,0013OXa8EPHI7u7KK6,Edward Johnson,CFO,edward.johnson@www.fitzgeraldwillis.de,+1-512-306-0242x0788,Junior,True
003D32ZbtXzyyTOFSK,0013OXa8EPHI7u7KK6,Dennis Short,CEO,dennis.short@www.fitzgeraldwillis.de,909.958.3113x8775,Senior,True
003AeociWKfO8jFP2b,001ACsvHxacAu8SHPz,Bryan Mata,Partner,bryan.mata@www.davisassociates.de,,Mid-Level,True
00336Ij6pTpvPrHt1O,001ACsvHxacAu8SHPz,Justin Wilcox,CFO,justin.wilcox@www.davisassociates.de,,Senior,True
0038UYz3yD94qSvaDH,001ACsvHxacAu8SHPz,Cynthia Gross,CIO,cynthia.gross@www.davisassociates.de,,C-Level,False
003bgqRzbjbZXY6QlR,001D0IHUyXG0jzkDIm,Kyle Lindsey,CFO,kyle.lindsey@www.ltdinvestment.co.uk,,Mid-Level,True
003lRHYCq1bCqjZelJ,001snFJrWKqRwpFMqM,Michael Watson,Analyst,michael.watson@www.maryviewinvestment.fr,+1-965-652-3820,Mid-Level,True
003XsPF1NWYZvjgQzm,001snFJrWKqRwpFMqM,Alexis Jones,Senior Vice President,alexis.jones@www.maryviewinvestment.fr,374-470-8062,Mid-Level,False
003aLBu86tmpbJExd6,001qTyINIXBOovJqtK,Jonathon Willis,Portfolio Manager,jonathon.willis@www.scotthaveninvestment.de,(733)303-6835,Junior,False
003R6XGb1vIxEH9CVc,001qTyINIXBOovJqtK,Ronnie Alexander,CFO,ronnie.alexander@www.scotthaveninvestment.de,,Junior,True
003sZWTDajEJjgtsbN,001o8evwt1BPQpbzb1,James Guzman,Managing Director,james.guzman@www.ltdinvestment.com,001-838-417-8216x7624,Senior,True
0037zhkkJNXWuYR0B8,001o8evwt1BPQpbzb1,Brenda Lopez,Analyst,brenda.lopez@www.ltdinvestment.com,(929)221-8287x90019,C-Level,True
